Lookup,Player,Sorting,On Teams,HP url,QM MMR,SL MMR,QM Games,SL Games,MMR,Untracked,Role,Tag,is_primary,Adjustment,Win %,Games,Takedowns,Kills,Assists,Deaths,Kill Participation,KDA,Highest Kill Streak,Vengeances,Time Dead,Time Dead %,Deaths While Outnumbered,Escapes,Team Fight Escapes,Hero Damage,DPM,Physical Damage,Ability Damage,Damage per Death,Team Fight Hero Damage,Siege Damage,Structure Damage,Minion Damage,Summon Damage,Creep Damage,Healing,HPM,Healing per Death,Team Fight Healing,Self Healing,Allied Shields,Clutch Heals,Damage Taken,Damage Soaked,Damage Taken per Death,Team Fight Damage Taken,CC Time,Root Time,Silence Time,Stun Time,Time on Fire,XP Contribution,XPM,Merc Camp Captures,Watch Tower Captures,Aces,Wipes,% of Game with Level Adv.,% of Game with Hero Adv.,Passive XP/Second,Passive XP Gained,Altar Damage Done,Damage to Immortal,Dragon Knights Captured,Shrines Captured,Dubloons Held At End,Dubloons Turned In,Skulls Collected,Shrine Minion Damage,Plant Damage,Seeds Collected,Garden Seeds Collected,Gems Turned In,Nuke Damage,Curse Damage,Time On Temple,Damage Done to Zerg,Cage Unlocks Interrupted,Hero Pool,Damage Ratio,% of Team Damage,% of Team Damage Taken,% of Team Damage Healed,% of Time Slow CC,% of Time Non-Slow CC,Votes,Awards,Award %,MVP,MVP %,Bsteps,Bstep TD,Bstep Deaths,Taunts,Taunt TD,Taunt Deaths,Sprays,Spray TD,Spray Deaths,Dances,Dance TD,Dance Deaths
Ruzukin#1134,Ruzukin,Ruzukin,TRUE,https://www.heroesprofile.com/battletag/searched/Ruzukin%231134/alt,2269,2462,78,40,2462,FALSE,A,1134,TRUE,,88.9%,9,12.11,3.00,9.11,2.00,79%,7.59,7.89,0.89,1:20,7%,1.11,0.78,0.00,45501.89,2468.49,51034.56,102100.78,25895.05,20239.89,86128.33,21897.11,50447.33,5861.44,19128.67,0.00,112.33,1536.41,0.00,2256.44,0.00,0.00,30442.78,24806.56,17430.45,15535.56,00:52,00:00,00:00,00:06,00:00,10787.67,572.45,4.89,0.00,0.22,0.00,41%,24%,26.52,7597.82,0.44,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,00:00,602.44,0.00,4,1.71,21%,13%,0%,5%,1%,0,0,0%,0,0%,0,0,0,0,0,0,5,0,0,0,0,0
Rwcw1984#1504,Rwcw1984,Rwcw1984,TRUE,https://www.heroesprofile.com/Player/Rwcw1984/1938746/1,2504,2472,359,4517,2504,FALSE,,1504,TRUE,-10,14.3%,7,8.29,0.86,7.43,3.57,85%,2.76,4.86,0.14,2:12,12%,2.14,0.43,0.00,22039.14,1177.82,21233.14,58014.57,6809.99,10673.14,45818.57,2190.57,36839.86,623.14,12574.14,29707.86,2162.31,14053.86,3891.86,9925.14,560.57,0.57,44556.71,32483.86,15175.64,26451.86,1:13,00:05,00:07,00:22,00:00,8854.71,447.57,2.71,0.00,0.00,0.43,10%,15%,24.64,6245.58,0,710.43,0,0,0,0,0,0,0,0,0,1.57,0,0,00:00,0,0.71,6,0.63,11%,17%,14%,6%,3%,0,0,0%,0,0%,0,0,0,1,0,0,0,0,0,0,0,0
Saikatora#11195,Saikatora,Saikatora,TRUE,https://www.heroesprofile.com/battletag/searched/Saikatora%2311195/alt,3124,3236,1435,654,3236,FALSE,F,11195,TRUE,,55.8%,43,12.60,4.86,7.74,2.14,86%,8.18,9.88,0.47,1:24,8%,1.14,0.88,0.12,52564.91,3030.50,59786.02,91398.21,30045.48,29883.49,83927.33,18519.33,55135.19,2681.35,14648.14,4422.07,811.08,7854.87,984.40,9419.28,94.37,0.09,44001.79,37506.23,24831.35,27573.16,3:20,00:01,00:04,00:09,00:00,12343.56,711.85,2.72,0.00,0.16,0.07,33%,23%,25.41,5787.62,0.26,1284.42,0.16,0.49,0,0,0,64.23,0.00,0.00,0.00,1.63,0,0,00:00,0.00,0.00,21,1.36,28%,21%,2%,19%,2%,0,0,0%,0,0%,0,0,0,0,0,0,2,0,0,0,0,0
SamuPlays#2659,SamuPlays,SamuPlays,TRUE,https://www.heroesprofile.com/Player/SamuPlays/7349512/2,2839,2950,1378,9813,2950,FALSE,,2659,TRUE,,66.7%,6,12.17,1.83,10.33,4.83,71%,3.85,6.83,1.00,2:48,15%,2.33,0.83,0.17,30693.50,1683.73,47971.17,102182.33,7991.46,18440.33,102792.83,11377.50,85552.17,2007.50,17590.50,1816.33,1598.21,9007.03,0.00,29004.17,1764.50,0.00,67741.83,53762.50,19133.27,37801.00,2:31,00:02,00:01,00:05,00:00,19295.83,1071.19,2.33,0.33,0.50,0.17,30%,21%,25.95,6501.21,4.00,0,0,0,0,0,0,2224.00,0,0,0,0.00,0,1917.17,00:00,0,0.00,6,0.57,15%,25%,1%,14%,1%,0,0,0%,0,0%,0,0,0,0,0,0,5,0,0,56,0,0
IMcD23#1632,IMcD23,Schteven,TRUE,https://www.heroesprofile.com/Player/IMcD23/2052215/1,2738,2822,3573,1837,2822,FALSE,HA,1632,TRUE,,62.4%,85,12.18,3.12,9.02,2.11,85%,7.91,8.91,0.29,1:25,8%,0.99,0.72,0.00,46279.20,2576.24,36109.24,86905.06,27996.23,24867.13,62167.20,10545.21,41093.27,3633.65,15224.27,26371.74,1981.02,24144.13,4214.62,7764.35,1340.14,0.53,40583.96,34120.07,23186.14,24940.53,2:06,00:07,00:20,00:07,00:00,9427.35,518.70,3.53,0.09,0.12,0.06,37%,22%,26.13,7004.59,0.94,479.95,0.05,0.18,0,0,0,0,0.00,0.00,0.00,0.54,0,595.39,00:00,0.00,0.08,25,297.38,23%,17%,12%,12%,3%,0,0,0%,0,0%,2,1,0,0,0,0,85,39,5,104,0,0
Eevee#12713,Eevee,Schteven_alt,TRUE,https://www.heroesprofile.com/battletag/searched/Eevee%2312713/alt,2835,2897,893,478,2897,FALSE,,12713,FALSE,,49.7%,165,11.48,3.13,8.33,2.69,83%,6.55,8.02,0.44,1:50,9%,1.25,0.87,0.10,47212.59,2516.64,41080.48,94706.38,24007.34,26687.73,69471.53,10604.91,48484.84,3013.75,18215.29,19750.18,1512.89,16290.27,2749.18,9420.10,1502.27,0.42,47408.70,39419.63,23562.14,29918.76,1:56,00:03,00:16,00:08,00:00,10689.06,569.36,4.05,0.19,0.13,0.25,30%,21%,25.93,7176.13,0.79,973.46,0.09,0.32,0,0,0.79,472.12,0.00,0.00,0.00,0.93,0,90.42,00:00,39.15,0.03,27,142.24,23%,18%,8%,10%,2%,0,0,0%,0,0%,4,3,0,0,0,0,312,130,11,622,0,0
Schteven#11355,Schteven,Schteven_alt,TRUE,https://www.heroesprofile.com/battletag/searched/Schteven%2311355/alt,2920,2864,217,150,2920,TRUE,,11355,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selym11#1181,Selym11,Selym11,TRUE,https://www.heroesprofile.com/Player/Selym11/4337642/1,2779,2773,1482,1313,2779,FALSE,T,1181,TRUE,-10,46.7%,90,9.12,1.93,7.18,4.04,74%,3.79,5.51,0.47,2:30,13%,2.38,1.18,0.13,35479.00,1902.42,44229.41,82333.22,12526.89,21241.73,75474.60,10563.13,56317.14,2722.72,14801.36,12046.99,1444.81,10632.78,2262.01,14432.32,413.53,0.30,63217.51,48439.60,20430.99,42023.33,4:23,00:03,00:02,00:15,00:00,12491.72,675.30,2.48,0.22,0.18,0.16,24%,18%,25.61,6609.90,0.69,251.83,0.10,0.27,0,0,0.42,692.58,0.00,0.00,0.00,1.20,0,180.81,00:00,0,0.01,39,568.16,18%,25%,5%,25%,2%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
potatoforce#11471,potatoforce,selym11_alt,TRUE,https://www.heroesprofile.com/battletag/searched/potatoforce%2311471/alt,2655,2829,74,263,2829,FALSE,,11471,FALSE,-10,85.7%,7,11.00,3.00,7.86,4.14,68%,2.84,6.86,1.00,2:14,12%,2.14,1.43,0.00,41519.71,2272.96,64362.14,96536.29,10088.01,21036.00,100549.14,23497.14,71033.00,611.00,20994.86,7834.86,870.49,3524.16,1832.29,6031.71,0.00,0.14,39940.71,29673.14,9842.19,22289.00,3:20,00:11,00:07,00:00,00:00,14853.14,853.07,2.86,0.57,0.29,0.00,48%,23%,27.80,8462.77,1.29,0,0.29,1.00,0,0,0,0,0.00,0.00,0.00,0,0,0,00:00,0,0,6,1.05,19%,17%,4%,19%,2%,0,0,0%,0,0%,0,0,0,0,0,0,1,1,0,0,0,0
Serelath#11574,Serelath,Serelath,TRUE,https://www.heroesprofile.com/Player/Serelath/793313/1,2738,2783,3110,596,2783,TRUE,,11574,TRUE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sexy13#1675,Sexy13,Sexy13,TRUE,https://www.heroesprofile.com/battletag/searched/Sexy13%231675/alt,2641,2531,1383,93,2641,FALSE,,1675,TRUE,,50%,2,6.50,3.00,3.50,2.00,70%,2.83,4.50,0.50,1:15,7%,1.50,3.50,0.00,52283.50,3054.68,89445.00,64694.50,28142.50,29007.50,63859.50,10899.00,44061.50,6739.00,41273.50,0.00,804.24,10962.00,0.00,10962.00,0.00,0.00,43788.00,36428.50,28593.33,29327.00,2:24,00:00,00:00,00:09,00:00,8444.00,490.04,4.00,0.00,0.00,0.00,20%,12%,25.09,5557.37,0,2472.50,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0.00,2,1.18,32%,19%,0%,18%,1%,0,0,0%,0,0%,0,0,0,1,0,0,0,0,0,1,0,0
SgtHammerOTP#1108,SgtHammerOTP,SgtHammerOTP,TRUE,https://www.heroesprofile.com/battletag/searched/SgtHammerOTP%231108/alt,2012,2855,7,353,2855,FALSE,,1108,TRUE,,0%,2,7.00,2.50,4.50,1.00,83%,7.00,4.00,0.00,00:57,5%,1.00,2.00,0.50,56102.50,2973.24,45819.50,105561.00,56102.50,20718.50,72091.00,3392.50,48557.00,10822.00,22567.00,0.00,146.25,2698.00,0.00,2698.00,0.00,0.00,33041.00,29847.00,33041.00,17940.50,00:35,00:25,00:18,00:00,00:00,9152.50,486.11,3.50,0.00,0.00,0.50,0%,11%,22.28,2583.63,0,0,0.00,0.00,0,0,0,2414.50,0,0,0,0,0,0,00:00,0,0,2,2.20,33%,13%,0%,3%,4%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
SilverAero#1168,SilverAero,SilverAero,TRUE,https://www.heroesprofile.com/battletag/searched/SilverAero%231168/alt,3074,3140,1516,287,3140,FALSE,,1168,TRUE,,75%,4,11.00,4.50,6.50,1.25,98%,9.00,8.00,0.75,00:59,5%,0.50,0.25,0.00,54372.75,2684.85,74909.75,89978.75,37321.25,27884.00,106855.00,20190.00,77258.25,2680.75,5819.00,0.00,660.40,11946.00,0.00,12649.50,0.00,0.00,50610.75,47193.00,44326.42,21079.00,1:11,00:00,00:00,00:10,00:00,16057.75,792.62,2.00,0.00,0.25,0.25,58%,17%,27.73,8975.79,0,0,0.00,0.50,0,0,0,0,0,0,0,0,0,0,00:00,0,0.00,3,1.17,24%,25%,0%,6%,1%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
Simeon#1918,Simeon,Simeon,TRUE,https://www.heroesprofile.com/battletag/searched/Simeon%231918/alt,2727,2861,1930,1842,2861,FALSE,H,1918,TRUE,,75%,4,12.00,2.00,10.00,2.00,87%,7.70,8.50,0.50,1:26,7%,1.00,0.00,0.00,39632.75,2003.29,59909.50,87970.00,24155.13,13347.75,90280.00,18476.00,57677.25,8876.75,19327.75,38905.00,2176.37,30783.38,9099.50,927.75,205.25,0.50,32424.00,26962.75,20105.38,16645.75,42:03,00:08,00:05,00:05,00:00,12190.50,635.28,3.75,0.00,0.00,0.25,39%,22%,26.45,7549.17,0,0,0.00,0.75,0,0,0,0,0.00,0.00,0.00,0,0,0,00:00,0,0.25,4,1.77,19%,14%,16%,229%,2%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
sonofpaint#1825,sonofpaint,sonofpaint,TRUE,https://www.heroesprofile.com/battletag/searched/sonofpaint%231825/alt,2490,2926,57,47,2926,FALSE,A,1825,TRUE,-100,39.4%,33,8.94,2.94,6.00,2.36,76%,6.39,6.61,0.18,1:39,9%,1.24,0.82,0.06,58047.18,2989.38,44782.21,137900.39,33162.48,21614.85,105522.00,20199.42,71672.48,4490.61,18405.21,5466.79,546.52,6203.58,1262.55,3789.27,195.88,0.06,30026.94,130174159.21,14804.98,14722.70,4:51,00:03,00:00,00:02,00:00,12582.03,670.06,3.06,0.00,0.00,0.15,28%,19%,24.83,5672.38,0.94,2698.82,0.18,0.64,0,0,0,601.88,0.00,0.00,0.00,0.85,0,0,00:00,0,0.00,16,2084.94,27%,13%,3%,26%,1%,0,0,0%,0,0%,0,0,0,1,0,0,2,1,0,0,0,0
Spudmaxx#1902,Spudmaxx,Spudmaxx,TRUE,https://www.heroesprofile.com/battletag/searched/Spudmaxx%231902/alt,2614,2608,3376,897,2614,FALSE,,1902,TRUE,,50%,6,13.33,5.17,8.17,2.50,87%,6.44,9.00,0.33,1:38,8%,1.17,0.83,0.00,71748.33,3346.22,22673.17,192162.67,33843.86,20953.33,110167.17,18592.33,76995.50,6855.50,29054.33,13.83,24.87,132.36,0.00,432.33,13.83,0.00,28426.83,21906.67,13033.42,13098.83,00:37,00:00,00:00,00:06,00:00,14046.67,669.84,4.83,0.00,0.17,0.33,15%,22%,24.72,6056.06,0.50,2710.67,0.00,0.33,0,0,0,4186.83,0,0,0,0,0,0,00:00,0,0,3,2.49,32%,11%,0%,3%,1%,0,0,0%,0,0%,0,0,0,0,0,0,4,0,0,0,0,0
Srak#1962,Srak,Srak,TRUE,https://www.heroesprofile.com/battletag/searched/Srak%231962/alt,2598,0,126,-1,2598,FALSE,,1962,TRUE,,50%,6,8.83,2.67,6.17,2.33,69%,6.97,7.33,0.33,1:33,8%,1.83,0.67,0.33,40476.00,2097.08,34210.83,69969.83,25497.83,26126.00,53851.67,9309.67,41695.50,556.67,11008.67,527.00,914.28,9922.31,0.00,16896.00,0.00,0.00,53660.50,43552.00,29774.75,40534.50,1:20,00:00,00:00,00:37,00:00,10075.67,541.23,2.33,1.83,0.17,0.00,33%,19%,26.12,6673.03,2.00,0,0.00,0.33,0,0,7.67,0,0.00,0.00,0.00,8.17,0,0,00:00,0,0,4,1.03,21%,21%,0%,7%,3%,0,0,0%,0,0%,0,0,0,0,0,0,18,2,0,0,0,0
StarFire#12296,StarFire,StarFire,TRUE,https://www.heroesprofile.com/battletag/searched/StarFire%2312296/alt,2524,2427,335,45,2524,FALSE,,12296,TRUE,-10,100%,1,19.00,2.00,17.00,1.00,95%,19.00,19.00,0.00,00:21,2%,0.00,0.00,0.00,13394.00,650.26,13518.00,22837.00,13394.00,3693.00,17533.00,4759.00,10982.00,1111.00,6676.00,102027.00,4953.27,102027.00,10933.00,0.00,0.00,0.00,34160.00,32318.00,34160.00,7594.00,8:30,00:00,00:00,00:00,00:00,6088.00,295.56,8.00,0.00,0.00,0.00,63%,31%,31.61,14352.10,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,00:00,0,0,1,0.39,5%,12%,36%,41%,0%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,1,0,0
StarFire#12296,StarFire,StarFire,TRUE,https://www.heroesprofile.com/battletag/searched/StarFire%2312296/alt,2530,2400,234,21,2530,TRUE,H,12296,TRUE,-10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STÖRMBrandon#1395,STÖRMBrandon,STÖRMBrandon,TRUE,https://www.heroesprofile.com/Player/ST%C3%96RMBrandon/551330/1,2926,3236,1664,2795,3236,FALSE,F,1395,TRUE,-30,66.7%,6,13.50,3.67,9.83,2.67,82%,6.84,8.83,1.00,1:49,9%,1.50,0.67,0.00,77333.83,3673.84,53396.83,118759.50,49045.87,44247.00,76489.17,15137.50,53460.67,846.67,20348.33,18924.33,1866.13,18295.50,3454.50,22500.50,0.00,0.50,90496.17,79715.83,45764.77,61677.50,4:14,00:25,00:10,00:15,00:00,13807.33,647.55,3.50,0.00,0.17,0.00,26%,23%,25.73,7695.94,0.67,0,0,0,0,0,0,6157.50,0,0,0,0,0,0,00:00,0,0.00,6,1.33,29%,26%,5%,19%,4%,0,0,0%,0,0%,0,0,0,0,0,0,4,1,0,0,0,0
Sunshine#1705,Sunshine,Sunshine,TRUE,https://www.heroesprofile.com/battletag/searched/Sunshine%231705/alt,2538,2620,393,344,2620,FALSE,,1705,TRUE,,44.4%,9,11.33,2.78,8.56,2.89,90%,5.94,7.89,0.44,1:51,10%,1.89,0.78,0.00,28895.44,1562.89,18715.89,69412.44,12697.49,21461.44,45962.44,11918.00,30667.33,314.33,12943.56,31576.11,2023.17,16910.30,8630.56,5837.89,48.44,1.11,39254.33,31098.11,19374.84,28027.44,3:59,00:08,00:00,00:19,00:00,7978.11,435.59,3.44,0.44,0.33,0.44,25%,19%,24.80,5329.11,0.44,0,0.11,0.67,0,0,3.44,0,0.00,0.00,0.00,6.44,0,0.00,00:00,263.56,0,5,0.80,14%,17%,13%,21%,3%,0,0,0%,0,0%,0,0,0,0,0,0,5,0,0,0,0,0
Swanky#12724,Swanky,Swanky,TRUE,https://www.heroesprofile.com/Player/Swanky/11204890/1,2668,2484,379,240,2668,FALSE,T,12724,TRUE,,50%,4,9.75,3.25,6.50,1.50,78%,7.04,7.25,0.25,00:58,6%,1.00,0.50,0.00,37193.75,2071.13,65852.00,66099.25,29015.46,24152.75,76981.75,17122.25,51935.00,601.50,16034.75,9349.00,1006.29,7217.58,1098.00,5383.50,924.75,0.25,29494.25,25109.00,22723.50,16541.00,00:19,00:04,00:05,00:01,00:00,11221.25,626.13,3.25,0.50,0.25,0.00,35%,18%,24.87,5247.94,0,0,0.25,0.50,0,0,0,194.75,0,0,0,0,0,0.00,00:00,0,0,3,1.28,20%,13%,6%,2%,1%,0,0,0%,0,0%,0,0,0,0,0,0,2,0,0,0,0,0
SwankyPants#1195263,SwankyPants,Swanky_alt,TRUE,https://www.heroesprofile.com/battletag/searched/SwankyPants%231195263/alt,2371,0,17,-1,2371,FALSE,,1195263,FALSE,,100%,1,12.00,3.00,9.00,0.00,80%,12.00,12.00,0.00,00:00,0%,0.00,0.00,0.00,9245.00,791.09,23654.00,19560.00,9245.00,5336.00,21585.00,12578.00,6799.00,0.00,12487.00,45091.00,3924.03,45858.00,6933.00,0.00,767.00,0.00,11019.00,11019.00,11019.00,5734.00,00:24,00:00,00:26,00:00,00:00,2826.00,241.82,5.00,0.00,0.00,0.00,75%,32%,28.58,6017.30,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,00:00,0,0,1,0.84,9%,11%,44%,3%,4%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
SwankyPants#1541367,SwankyPants,Swanky_alt,TRUE,https://www.heroesprofile.com/Player/SwankyPants/11437087/1,2555,2344,59,18,2555,FALSE,,1541367,FALSE,,0%,1,9.00,0.00,9.00,2.00,100%,4.50,7.00,0.00,1:12,6%,2.00,0.00,0.00,23626.00,1142.91,17607.00,25116.00,11813.00,15614.00,12381.00,0.00,11991.00,0.00,9641.00,0.00,598.30,6184.00,0.00,12368.00,0.00,0.00,67403.00,60260.00,33701.50,53854.00,2:35,00:00,00:18,00:13,00:00,8443.00,408.43,3.00,0.00,0.00,0.00,0%,10%,27.41,9186.22,0,3341.00,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1,0.35,14%,27%,0%,12%,2%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
Syl#12651,Syl,Syl,TRUE,https://www.heroesprofile.com/Player/Syl/8067420/1,2691,2769,1929,3447,2769,TRUE,,12651,TRUE,40,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SilentSword#1580935,SilentSword,Syl_alt,TRUE,https://www.heroesprofile.com/Player/SilentSword/11185763/1,2687,2754,225,769,2754,FALSE,,1580935,FALSE,40,50%,2,10.00,2.00,8.00,1.50,93%,8.25,6.00,0.50,1:03,6%,1.50,1.00,0.50,21225.50,1171.21,29071.50,28789.00,13338.00,16416.00,28481.00,6416.00,15286.50,1553.50,5275.50,0.00,1032.27,12055.25,0.00,18523.00,0.00,0.00,57171.50,49378.00,38183.50,40564.50,1:06,00:00,00:13,00:16,00:00,7290.00,425.13,3.00,0.00,0.00,0.50,29%,17%,25.80,5768.78,0,1457.50,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,00:00,0,0,2,0.35,13%,29%,0%,6%,3%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,2,0,0
Syth#1970,Syth,Syth,TRUE,https://www.heroesprofile.com/Player/Syth/9887072/1,2718,2793,864,4256,2793,FALSE,,1970,TRUE,,71.4%,35,12.51,2.34,10.17,1.57,81%,9.15,9.97,0.20,1:06,6%,0.89,0.83,0.09,43225.71,2322.58,51285.29,99461.80,29860.96,22099.34,82967.23,13114.11,59378.14,3764.49,23534.09,16652.77,1580.34,19534.87,3023.34,11602.91,62.51,0.26,43611.49,38588.60,29257.06,26594.29,2:51,00:04,00:09,00:09,00:00,13311.94,736.81,4.14,0.20,0.11,0.09,43%,22%,27.12,7953.17,0.83,232.97,0.06,0.86,0,0,0,0,0.00,0.00,0.00,0.17,0,16.26,00:00,0,0.00,25,1.26,19%,18%,7%,15%,2%,0,0,0%,0,0%,0,0,0,0,0,0,10,1,0,1,0,0
TerminXO#1228,TerminXO,TerminXO,TRUE,https://www.heroesprofile.com/battletag/searched/TerminXO%231228/alt,2595,2400,775,17,2595,FALSE,,1228,TRUE,,0%,1,10.00,7.00,3.00,4.00,83%,2.50,4.00,0.00,2:38,17%,1.00,0.00,0.00,39388.00,2534.35,62882.00,50835.00,9847.00,15929.00,60708.00,9748.00,39229.00,4161.00,9182.00,0.00,517.25,2009.75,0.00,8039.00,0.00,0.00,30361.00,20661.00,7590.25,13891.00,3:02,00:00,00:00,00:00,00:00,10915.00,702.31,2.00,0.00,0.00,2.00,3%,11%,24.38,4087.29,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,00:00,0,0,1,1.30,22%,15%,0%,19%,0%,0,0,0%,0,0%,0,0,0,0,0,0,9,1,0,6,9,0
TestaMaestro#1661,TestaMaestro,TestaMaestro,TRUE,https://www.heroesprofile.com/battletag/searched/TestaMaestro%231661/alt,2491,2421,298,209,2491,FALSE,T,1661,TRUE,,33.3%,24,9.50,2.08,7.42,4.17,82%,3.44,5.67,0.46,2:25,13%,2.29,1.17,0.21,31824.13,1651.73,48709.67,55756.08,10998.78,20616.92,56037.21,14178.83,33218.50,1825.08,12867.33,481.00,591.34,3700.01,0.00,10922.75,21.46,0.00,56446.46,41861.79,17104.80,40106.38,2:08,00:00,00:05,00:14,00:00,8472.83,458.12,2.83,0.29,0.08,0.38,16%,20%,25.09,6255.42,0.00,83.29,0.00,0.13,0,0,1.04,2527.08,0,0,0,1.63,0,0.00,00:02,358.04,0.08,14,0.63,16%,24%,0%,11%,2%,0,0,0%,0,0%,0,0,0,0,0,0,7,0,0,0,0,0
TheCure#21921,TheCure,TheCure,TRUE,https://www.heroesprofile.com/Player/TheCure/10216872/1,2742,2881,307,1026,2881,FALSE,,21921,TRUE,-10,100%,4,13.75,2.50,11.25,2.00,84%,6.88,6.50,0.25,1:30,8%,1.00,0.25,0.00,31342.50,1829.54,25344.00,50323.25,15671.25,20501.75,31877.00,10900.25,17991.75,969.00,13689.50,59152.00,3895.19,35428.00,15929.25,11599.50,104.50,0.75,50399.50,43204.00,25199.75,34989.00,11:29,00:00,00:00,00:11,00:00,6984.75,394.29,5.50,0.00,1.25,0.00,54%,24%,29.58,10331.76,0,1476.25,0.25,0.25,0,0,0,1730.75,0,0,0,0,0,0,00:00,0,0.50,3,0.71,16%,21%,26%,65%,1%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
TheLimeBus#1811,TheLimeBus,TheLimeBus,TRUE,https://www.heroesprofile.com/Player/TheLimeBus/6749724/1,2739,2732,4599,753,2739,FALSE,HB,1811,TRUE,50,57.3%,75,11.00,1.56,9.44,2.63,77%,6.34,7.37,0.33,1:54,9%,1.32,0.65,0.09,28215.08,1435.65,39577.24,69289.00,14579.83,13207.15,69543.03,11811.87,48406.91,3687.60,11529.32,32938.81,2194.96,23554.64,5145.85,8313.49,1284.28,0.85,40646.53,31837.15,19270.75,23509.31,14:24,00:05,00:02,00:18,00:00,10824.64,558.70,2.76,0.12,0.16,0.11,31%,21%,26.43,7911.21,0.51,61.04,0.03,0.47,0,0,0,794.13,0.00,0.00,0.00,1.81,0,277.67,00:00,0,0.05,21,0.87,13%,15%,14%,72%,2%,0,0,0%,0,0%,7,0,0,0,0,0,30,0,0,6,0,0
ThrowPit#1228,ThrowPit,ThrowPit,TRUE,https://www.heroesprofile.com/battletag/searched/ThrowPit%231228/alt,2838,2881,69,533,2881,FALSE,,1228,TRUE,-30,75%,4,11.50,5.25,6.25,1.75,90%,8.70,9.00,0.50,00:59,6%,0.75,0.75,0.00,45988.75,2604.25,39059.25,121205.75,28984.65,23764.00,100976.50,7715.25,84291.25,3071.50,11348.50,1475.50,931.91,14620.25,0.00,13358.00,1358.50,0.00,42358.75,38076.75,30947.33,26642.00,00:57,00:00,00:11,00:02,00:00,15429.75,890.51,3.00,0.00,0.25,0.00,51%,17%,28.09,8712.83,0,0,0.00,0.00,0,0,0,725.50,0.00,0.00,0.00,0,0,0,00:00,0,0.00,4,1.22,28%,25%,1%,5%,1%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
Thundernutzz#1127,Thundernutzz,Thundernutzz,TRUE,https://www.heroesprofile.com/battletag/searched/Thundernutzz%231127/alt,2714,2724,229,250,2724,FALSE,T,1127,TRUE,,100%,1,15.00,3.00,12.00,2.00,94%,7.50,9.00,1.00,1:28,6%,1.00,0.00,0.00,35949.00,1459.86,38531.00,78032.00,17974.50,24285.00,67464.00,13140.00,49356.00,0.00,19600.00,0.00,1341.24,16514.00,0.00,33028.00,0.00,0.00,87381.00,75586.00,43690.50,63608.00,1:36,00:00,00:18,00:00,00:00,14207.00,576.93,7.00,0.00,1.00,0.00,27%,19%,32.71,18783.10,0,0,0.00,3.00,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1,0.41,16%,31%,0%,6%,1%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
Tophatsad#1202,Tophatsad,Tophatsad,TRUE,https://www.heroesprofile.com/Player/Tophatsad/4979635/1,2861,2906,3438,96,2906,FALSE,,1202,TRUE,,50%,6,10.67,3.17,7.50,2.17,95%,7.67,9.17,0.33,1:43,8%,1.17,0.33,0.17,60054.83,3072.56,87103.67,105793.83,31546.83,29007.33,101945.00,27792.17,60312.83,5078.67,30606.00,0.00,610.00,7306.63,0.00,11579.50,0.00,0.00,39935.83,34065.00,21553.46,22418.83,2:54,00:00,00:00,00:01,00:00,11232.50,599.51,5.33,0.00,0.00,0.33,34%,20%,26.18,6690.72,0.00,0,0.17,0.33,0,0,0,5045.00,0.00,0.00,0.00,0,0,0,00:00,0,0.00,3,1.53,27%,15%,0%,15%,0%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
